id,Typologie cadeau,Cadeau,Lien,image_url,Tranche d'âge,Budget cible,Prix,Occasion,Activités / Centres d'intérêts,Relation,Personnalité / Préférences,Genre,Tags,Catégorie de Produit,Évaluations Produit,Marque,Options de Personnalisation,Éco-responsable,Couleur,Dimensions,Matériau,Description,,,,,,,,,,,,,,
155,Tech ,enceinte portable,https://www.amazon.fr/dp/B08FB2MZ7Y/ref=cm_gf_aAN_d_p0_e0_qd0_wKMl78D1UbgdZ9tJfdYr?th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f9b68712a127602e4a112b3a875895a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71X3UG5lWnL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,34€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Tech ,casque réalité virtuelle ,https://www.amazon.fr/DESTEK-t%C3%A9l%C3%A9phone-Portable-virtuelle-contr%C3%B4leur/dp/B0CKQS497B/ref=sr_1_2_sspa?c=ts&amp,keywords=Casques%252Bde%252Br%C3%A9alit%C3%A9%252Bvirtuelle%252B(VR)%252Bpour%252Bt%C3%A9l%C3%A9phone%252Bportable&amp,qid=1702502428&amp,s=electronics&amp,sr=1-2-spons&amp,ts_id=12128793031&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=e4c418ad2fdc4a3b38936ae27efc4fd6&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61DT2nqBrCL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,56€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
157,Tech ,casque réalité virtuelle ,https://www.amazon.fr/DESTEK-t%C3%A9l%C3%A9phone-Portable-virtuelle-contr%C3%B4leur/dp/B0CKQS497B/ref=sr_1_2_sspa?c=ts&amp,keywords=Casques%252Bde%252Br%C3%A9alit%C3%A9%252Bvirtuelle%252B(VR)%252Bpour%252Bt%C3%A9l%C3%A9phone%252Bportable&amp,qid=1702502428&amp,s=electronics&amp,sr=1-2-spons&amp,ts_id=12128793031&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=e4c418ad2fdc4a3b38936ae27efc4fd6&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61DT2nqBrCL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,56€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
158,Tech ,casque réalité virtuelle ,https://www.amazon.fr/DESTEK-t%C3%A9l%C3%A9phone-Portable-virtuelle-contr%C3%B4leur/dp/B0CKQS497B/ref=sr_1_2_sspa?c=ts&amp,keywords=Casques%252Bde%252Br%C3%A9alit%C3%A9%252Bvirtuelle%252B(VR)%252Bpour%252Bt%C3%A9l%C3%A9phone%252Bportable&amp,qid=1702502428&amp,s=electronics&amp,sr=1-2-spons&amp,ts_id=12128793031&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=e4c418ad2fdc4a3b38936ae27efc4fd6&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61DT2nqBrCL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,56€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
159,Photographie,Appareil photo Kodak,https://www.amazon.fr/KODAK-Portable-Wireless-Instant-Printer/dp/B088PR8YHX/ref=sr_1_1_sspa?c=ts&amp,keywords=Appareils%252Bphoto%252Bargentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-1-spons&amp,ts_id=14059681&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,smid=A3F0G6HO04QZ2E&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=8a5074b7a436163d052bbbaa4a9993c7&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81d6A8o4QEL._AC_SX425_.jpg,16-30 ans ,,140€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,
160,Photographie,Appareil photo Kodak,https://www.amazon.fr/KODAK-Portable-Wireless-Instant-Printer/dp/B088PR8YHX/ref=sr_1_1_sspa?c=ts&amp,keywords=Appareils%252Bphoto%252Bargentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-1-spons&amp,ts_id=14059681&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,smid=A3F0G6HO04QZ2E&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=8a5074b7a436163d052bbbaa4a9993c7&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81d6A8o4QEL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,140€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,
161,Photographie,Appareil photo Kodak,https://www.amazon.fr/KODAK-Portable-Wireless-Instant-Printer/dp/B088PR8YHX/ref=sr_1_1_sspa?c=ts&amp,keywords=Appareils%252Bphoto%252Bargentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-1-spons&amp,ts_id=14059681&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,smid=A3F0G6HO04QZ2E&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=8a5074b7a436163d052bbbaa4a9993c7&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81d6A8o4QEL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,,140€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,
162,Photographie,Appareil photo Fujifilm,https://www.amazon.fr/Fujifilm-instax-instantan%C3%A9-Exposition-Automatique/dp/B0BV38K45H/ref=sr_1_6?c=ts&amp,keywords=Appareils+photo+argentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-6&amp,ts_id=14059681&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f72af668cad57dedc9798eb6daecb5a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61Cv5wkON1L._AC_SX679_.jpg,12 - 30 ans,,91€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,
163,Photographie,Appareil photo Fujifilm,https://www.amazon.fr/Fujifilm-instax-instantan%C3%A9-Exposition-Automatique/dp/B0BV38K45H/ref=sr_1_6?c=ts&amp,keywords=Appareils+photo+argentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-6&amp,ts_id=14059681&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f72af668cad57dedc9798eb6daecb5a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61Cv5wkON1L.__AC_SX300_SY300_QL70_ML2_.jpg,12 - 30 ans,,91€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,
164,Photographie,Appareil photo Fujifilm,https://www.amazon.fr/Fujifilm-instax-instantan%C3%A9-Exposition-Automatique/dp/B0BV38K45H/ref=sr_1_6?c=ts&amp,keywords=Appareils+photo+argentiques&amp,qid=1702502511&amp,s=photo&amp,sr=1-6&amp,ts_id=14059681&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=f72af668cad57dedc9798eb6daecb5a5&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61Cv5wkON1L.__AC_SX300_SY300_QL70_ML2_.jpg,12 - 30 ans,,91€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,
165,Jeux enfants,Cage de football pour enfant,https://www.amazon.fr/gp/aw/d/B0C4FLJX55/?_encoding=UTF8&amp,pd_rd_plhdr=t&amp,aaxitk=3efa58b237d5743a5be14fc7d450cde5&amp,hsa_cr_id=0&amp,qid=1702503181&amp,sr=1-1-e0fa1fdd-d857-4087-adda-5bd576b25987&amp,ref_=sbx_be_s_sparkle_lsi4d_asin_0_img&amp,pd_rd_w=NnrE3&amp,content-id=amzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105%253Aamzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_p=fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_r=C8KP3ZADBMSK4WEXA8QX&amp,pd_rd_wg=pGqxW&amp,pd_rd_r=6b0cff21-29ea-4c5a-a637-3b0ec1754073&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a3b16af42f904ac9bb331c9f4f888fbd&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71ccYBSitsL._AC_SX425_.jpg,6 - 12 ans ,30 - 40 €,38€,tout type d'occasion,,,,,,,,,,,,,,,
166,Jeux enfants,Cage de football pour enfant,https://www.amazon.fr/gp/aw/d/B0C4FLJX55/?_encoding=UTF8&amp,pd_rd_plhdr=t&amp,aaxitk=3efa58b237d5743a5be14fc7d450cde5&amp,hsa_cr_id=0&amp,qid=1702503181&amp,sr=1-1-e0fa1fdd-d857-4087-adda-5bd576b25987&amp,ref_=sbx_be_s_sparkle_lsi4d_asin_0_img&amp,pd_rd_w=NnrE3&amp,content-id=amzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105%253Aamzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_p=fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_r=C8KP3ZADBMSK4WEXA8QX&amp,pd_rd_wg=pGqxW&amp,pd_rd_r=6b0cff21-29ea-4c5a-a637-3b0ec1754073&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a3b16af42f904ac9bb331c9f4f888fbd&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71ccYBSitsL.__AC_SX300_SY300_QL70_ML2_.jpg,6 - 12 ans ,30 - 40 €,38€,noel,,,,,,,,,,,,,,,
167,Jeux enfants,Cage de football pour enfant,https://www.amazon.fr/gp/aw/d/B0C4FLJX55/?_encoding=UTF8&amp,pd_rd_plhdr=t&amp,aaxitk=3efa58b237d5743a5be14fc7d450cde5&amp,hsa_cr_id=0&amp,qid=1702503181&amp,sr=1-1-e0fa1fdd-d857-4087-adda-5bd576b25987&amp,ref_=sbx_be_s_sparkle_lsi4d_asin_0_img&amp,pd_rd_w=NnrE3&amp,content-id=amzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105%253Aamzn1.sym.fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_p=fcb06097-6196-4e78-932c-0f6f89d56105&amp,pf_rd_r=C8KP3ZADBMSK4WEXA8QX&amp,pd_rd_wg=pGqxW&amp,pd_rd_r=6b0cff21-29ea-4c5a-a637-3b0ec1754073&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a3b16af42f904ac9bb331c9f4f888fbd&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71ccYBSitsL.__AC_SX300_SY300_QL70_ML2_.jpg,6 - 12 ans ,30 - 40 €,38€,Anniversaire,,,,,,,,,,,,,,,
168,Sport ,Tapis mini Golf,https://www.amazon.fr/WELLPUTT-Tapis-Putting-Entra%C3%AEnement-Golf/dp/B0789WHP89/ref=sr_1_3_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=906A2NGUSDXI&amp,keywords=golf&amp,qid=1702503476&amp,sprefix=golf%252Caps%252C129&amp,sr=8-3-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5da3dd9e4779779f772b30a80ee66f71&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81GSi6gqauL.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,100-150€,149€,fête des pères,,,,,,,,,,,,,,,,,,,,,
169,Sport ,Tapis mini Golf,https://www.amazon.fr/WELLPUTT-Tapis-Putting-Entra%C3%AEnement-Golf/dp/B0789WHP89/ref=sr_1_3_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=906A2NGUSDXI&amp,keywords=golf&amp,qid=1702503476&amp,sprefix=golf%252Caps%252C129&amp,sr=8-3-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5da3dd9e4779779f772b30a80ee66f71&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81GSi6gqauL.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,100-150€,149€,noel,,,,,,,,,,,,,,,,,,,,,
170,Sport ,Tapis mini Golf,https://www.amazon.fr/WELLPUTT-Tapis-Putting-Entra%C3%AEnement-Golf/dp/B0789WHP89/ref=sr_1_3_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=906A2NGUSDXI&amp,keywords=golf&amp,qid=1702503476&amp,sprefix=golf%252Caps%252C129&amp,sr=8-3-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=5da3dd9e4779779f772b30a80ee66f71&camp=1642&creative=6746,https://m.media-amazon.com/images/I/81GSi6gqauL.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,100-150€,149€,Anniversaire,,,,,,,,,,,,,,,,,,,,,
171,Jeux enfants,Panier de Basket pour enfant,https://www.amazon.fr/SUPER-JOY-Panier-Basket-Enfant/dp/B0BWMSYR9L/ref=sr_1_2_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=3N5PWWY1OPA5R&amp,keywords=basketball&amp,qid=1702503676&amp,sprefix=basketball%252Caps%252C81&amp,sr=8-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=6bd105dec7f6b0d18a2c2b990cb113d3&camp=1642&creative=6746,https://m.media-amazon.com/images/I/617P0UMlWEL.__AC_SX300_SY300_QL70_ML2_.jpg,6 - 12 ans ,30-50€,47€,noel,,,,,,,,,,,,,,,,,,,,,
172,Jeux enfants,Panier de Basket pour enfant,https://www.amazon.fr/SUPER-JOY-Panier-Basket-Enfant/dp/B0BWMSYR9L/ref=sr_1_2_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=3N5PWWY1OPA5R&amp,keywords=basketball&amp,qid=1702503676&amp,sprefix=basketball%252Caps%252C81&amp,sr=8-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=6bd105dec7f6b0d18a2c2b990cb113d3&camp=1642&creative=6746,https://m.media-amazon.com/images/I/617P0UMlWEL.__AC_SX300_SY300_QL70_ML2_.jpg,6 - 12 ans ,30-50€,47€,Anniversaire,,,,,,,,,,,,,,,,,,,,,
173,Jeux enfants,Hoverboard,https://www.amazon.fr/SISIGAD-Hoverboard-Tout-Terrain-Auto-%C3%A9quilibr%C3%A9-Auto-%C3%A9quilibrage/dp/B09GPB99NK/ref=sr_1_2_sspa?crid=3T7XOFQ53FT3G&amp,keywords=hoverboard&amp,qid=1702503821&amp,s=sports&amp,sprefix=hoverbo%252Csports%252C76&amp,sr=1-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=30295370a47852fa2d5c25a5b2d88142&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71iCq2wvXJL.__AC_SX300_SY300_QL70_ML2_.jpg,10 - 15 ans,100-150€,136€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
174,Jeux enfants,Hoverboard,https://www.amazon.fr/SISIGAD-Hoverboard-Tout-Terrain-Auto-%C3%A9quilibr%C3%A9-Auto-%C3%A9quilibrage/dp/B09GPB99NK/ref=sr_1_2_sspa?crid=3T7XOFQ53FT3G&amp,keywords=hoverboard&amp,qid=1702503821&amp,s=sports&amp,sprefix=hoverbo%252Csports%252C76&amp,sr=1-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=30295370a47852fa2d5c25a5b2d88142&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71iCq2wvXJL.__AC_SX300_SY300_QL70_ML2_.jpg,11 - 15 ans,100-150€,136€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
175,Jeux enfants,Hoverboard,https://www.amazon.fr/SISIGAD-Hoverboard-Tout-Terrain-Auto-%C3%A9quilibr%C3%A9-Auto-%C3%A9quilibrage/dp/B09GPB99NK/ref=sr_1_2_sspa?crid=3T7XOFQ53FT3G&amp,keywords=hoverboard&amp,qid=1702503821&amp,s=sports&amp,sprefix=hoverbo%252Csports%252C76&amp,sr=1-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=30295370a47852fa2d5c25a5b2d88142&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71iCq2wvXJL.__AC_SX300_SY300_QL70_ML2_.jpg,12 - 15 ans,100-150€,136€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
176,Sport ,Accessoire Golf,https://www.amazon.fr/REVASRI-T%C3%A9l%C3%A9m%C3%A8tre-verrouillage-interrupteur-rechargeable/dp/B09GLP62SS/ref=sr_1_5?c=ts&amp,keywords=T%C3%A9l%C3%A9m%C3%A8tres%252Bde%252Bgolf&amp,qid=1702503970&amp,s=sports&amp,sr=1-5&amp,ts_id=486110031&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a14c514252ff4d4f53f773a359e23956&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61fzgfwFV9L.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,60-80 €,68€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,
177,Sport ,Accessoire Golf,https://www.amazon.fr/REVASRI-T%C3%A9l%C3%A9m%C3%A8tre-verrouillage-interrupteur-rechargeable/dp/B09GLP62SS/ref=sr_1_5?c=ts&amp,keywords=T%C3%A9l%C3%A9m%C3%A8tres%252Bde%252Bgolf&amp,qid=1702503970&amp,s=sports&amp,sr=1-5&amp,ts_id=486110031&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a14c514252ff4d4f53f773a359e23956&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61fzgfwFV9L.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,60-80 €,68€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,
178,Sport ,Accessoire Golf,https://www.amazon.fr/REVASRI-T%C3%A9l%C3%A9m%C3%A8tre-verrouillage-interrupteur-rechargeable/dp/B09GLP62SS/ref=sr_1_5?c=ts&amp,keywords=T%C3%A9l%C3%A9m%C3%A8tres%252Bde%252Bgolf&amp,qid=1702503970&amp,s=sports&amp,sr=1-5&amp,ts_id=486110031&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=a14c514252ff4d4f53f773a359e23956&camp=1642&creative=6746,https://m.media-amazon.com/images/I/61fzgfwFV9L.__AC_SX300_SY300_QL70_ML2_.jpg,30 -50 ans,60-80 €,68€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,
179,Instrument Musique ,Piano amateur,https://www.amazon.fr/Schubert-Etude-300-Home-clavier-schwarz/dp/B0774R12JB/ref=sr_1_2_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=C9KYWMFYOLL3&amp,keywords=piano&amp,qid=1702504344&amp,sprefix=piano%252Caps%252C86&amp,sr=8-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b687a3c03de51bef7361851adde67d5f&camp=1642&creative=6746,https://m.media-amazon.com/images/I/7194uBzPlgL.__AC_SX300_SY300_QL70_ML2_.jpg,12-21 ans,100-150€,105€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
180,Instrument Musique ,Piano amateur,https://www.amazon.fr/Schubert-Etude-300-Home-clavier-schwarz/dp/B0774R12JB/ref=sr_1_2_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=C9KYWMFYOLL3&amp,keywords=piano&amp,qid=1702504344&amp,sprefix=piano%252Caps%252C86&amp,sr=8-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b687a3c03de51bef7361851adde67d5f&camp=1642&creative=6746,https://m.media-amazon.com/images/I/7194uBzPlgL.__AC_SX300_SY300_QL70_ML2_.jpg,12-21 ans,100-150€,105€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
181,Instrument Musique ,Piano amateur,https://www.amazon.fr/Schubert-Etude-300-Home-clavier-schwarz/dp/B0774R12JB/ref=sr_1_2_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=C9KYWMFYOLL3&amp,keywords=piano&amp,qid=1702504344&amp,sprefix=piano%252Caps%252C86&amp,sr=8-2-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b687a3c03de51bef7361851adde67d5f&camp=1642&creative=6746,https://m.media-amazon.com/images/I/7194uBzPlgL.__AC_SX300_SY300_QL70_ML2_.jpg,12-21 ans,100-150€,105€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
182,Musique,Karaoké,https://www.amazon.fr/GJCrafts-Bluetooth-Microphones-Microphone-Rechargeable/dp/B0CBBVM43T/ref=sr_1_4_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=WF2P0JU2MFIV&amp,keywords=karaok%C3%A9&amp,qid=1702504537&amp,sprefix=karaok%C3%A9%252Caps%252C82&amp,sr=8-4-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=c6b2dfa7a1f2a0b46c830f76a19179e8&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71momlFnwcL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,100-150€,110€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
183,Musique,Karaoké,https://www.amazon.fr/GJCrafts-Bluetooth-Microphones-Microphone-Rechargeable/dp/B0CBBVM43T/ref=sr_1_4_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=WF2P0JU2MFIV&amp,keywords=karaok%C3%A9&amp,qid=1702504537&amp,sprefix=karaok%C3%A9%252Caps%252C82&amp,sr=8-4-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=c6b2dfa7a1f2a0b46c830f76a19179e8&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71momlFnwcL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,100-150€,110€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
184,Musique,Karaoké,https://www.amazon.fr/GJCrafts-Bluetooth-Microphones-Microphone-Rechargeable/dp/B0CBBVM43T/ref=sr_1_4_sspa?__mk_fr_FR=%C3%85M%C3%85%C5%BD%C3%95%C3%91&amp,crid=WF2P0JU2MFIV&amp,keywords=karaok%C3%A9&amp,qid=1702504537&amp,sprefix=karaok%C3%A9%252Caps%252C82&amp,sr=8-4-spons&amp,sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=c6b2dfa7a1f2a0b46c830f76a19179e8&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71momlFnwcL.__AC_SX300_SY300_QL70_ML2_.jpg,16-30 ans ,100-150€,110€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,
185,Plante,Potager,https://www.amazon.fr/Potager-V%C3%A9ritable%C2%AE-CLASSIC-autonome-dint%C3%A9rieur/dp/B06ZZZ43VL?ref_=ast_sto_dp&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b9c8a47722aa2727c4ea8ce9b93a4335&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71Vvl6SgsyL._AC_SL1500_.jpg,20 -50 ans,100-150€,120€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Plante,Potager,https://www.amazon.fr/Potager-V%C3%A9ritable%C2%AE-CLASSIC-autonome-dint%C3%A9rieur/dp/B06ZZZ43VL?ref_=ast_sto_dp&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b9c8a47722aa2727c4ea8ce9b93a4335&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71Vvl6SgsyL.__AC_SY300_SX300_QL70_ML2_.jpg,20 -50 ans,100-150€,120€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Plante,Potager,https://www.amazon.fr/Potager-V%C3%A9ritable%C2%AE-CLASSIC-autonome-dint%C3%A9rieur/dp/B06ZZZ43VL?ref_=ast_sto_dp&amp,th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=b9c8a47722aa2727c4ea8ce9b93a4335&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71Vvl6SgsyL.__AC_SY300_SX300_QL70_ML2_.jpg,20 -50 ans,100-150€,120€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Plante,Kit de graines d‘Herbes aromatique,https://www.amazon.fr/aromatiques-OwnGrown-naturelles-int%C3%A9rieure-ext%C3%A9rieure/dp/B088W642TR/ref=zg_bs_g_lawn-garden_sccl_3/260-6982440-3675229?psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=632f233f6fbc46d7f51136e2a20035ca&camp=1642&creative=6746,https://m.media-amazon.com/images/I/A1Y0NFN3x7L.__AC_SX300_SY300_QL70_ML2_.jpg,20 -50 ans,5 - 15 €,10€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Plante,Kit de graines d‘Herbes aromatique,https://www.amazon.fr/aromatiques-OwnGrown-naturelles-int%C3%A9rieure-ext%C3%A9rieure/dp/B088W642TR/ref=zg_bs_g_lawn-garden_sccl_3/260-6982440-3675229?psc=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=632f233f6fbc46d7f51136e2a20035ca&camp=1642&creative=6746,https://m.media-amazon.com/images/I/A1Y0NFN3x7L.__AC_SX300_SY300_QL70_ML2_.jpg,20 -50 ans,6 - 15 €,10€,tout type d'occasion,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Console de jeu,Nintendo Switch,https://www.amazon.fr/dp/B0BHDDH5W1/ref=cm_gf_aAN_d_p0_e0_qd0_lZbqTVFdp98KijtzxJ5B?th=1&_encoding=UTF8&tag=prezent09-21&linkCode=ur2&linkId=9c97a9bf6578146169f1dc517f2b7ab1&camp=1642&creative=6746,https://m.media-amazon.com/images/I/71QMz4m-yJL.__AC_SY300_SX300_QL70_ML2_.jpg,10-30 ans,250-300 €,266€,Noel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
